2019-04-23T00:38:58.885 ,CyclicGen_main ,<module> ,INFO ,train_dir: ./train_dir
2019-04-23T00:38:58.885 ,CyclicGen_main ,<module> ,INFO ,task: train_test_generate
2019-04-23T00:38:58.885 ,CyclicGen_main ,<module> ,INFO ,pretrained_model_checkpoint_path: ./train_dir/2019-04-19T174028/model.ckpt-2806
2019-04-23T00:38:58.885 ,CyclicGen_main ,<module> ,INFO ,batch_size: 8
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,training_data_step: 1
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,model_size: large
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,dataset_train: ucf101_256
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,dataset_test: ucf101
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,stage: s1s2
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,max_steps: None
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,max_epochs: 5
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,s1_steps: None
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,s1_epochs: 1
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,crop_size: 128
2019-04-23T00:38:58.886 ,CyclicGen_main ,<module> ,INFO ,coef_loss_c: 1.0
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,coef_loss_m: 0.1
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,coef_loss_s: 0.0
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,coef_loss_t: 0.0
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,coef_loss_e: 1.0
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,strategy: original_cycle_gen
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,logging_interval: 10
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,checkpoint_interval: None
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,save_summary: False
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,graph_level_seed: 0
2019-04-23T00:38:58.887 ,CyclicGen_main ,<module> ,INFO ,logging_level: info
2019-04-23T00:38:58.888 ,CyclicGen_main ,<module> ,INFO ,Output_directory: ./train_dir/2019-04-23T083858
2019-04-23T00:39:31.215 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-19T174028/model.ckpt-2806
2019-04-23T00:39:33.433 ,CyclicGen_main ,train ,INFO ,2019-04-23T083933: Pre-trained model restored from ./train_dir/2019-04-19T174028/model.ckpt-2806
2019-04-23T00:39:34.276 ,tf_logging ,info ,INFO ,Restoring parameters from hed_model/new-model.ckpt
2019-04-23T00:39:35.155 ,CyclicGen_main ,train ,INFO ,data_size: 22461
2019-04-23T00:39:35.155 ,CyclicGen_main ,train ,INFO ,num_steps_per_epoch: 2807
2019-04-23T00:39:35.156 ,CyclicGen_main ,train ,INFO ,max_steps: 14035
2019-04-23T00:39:35.156 ,CyclicGen_main ,train ,INFO ,s1_steps: 2807
2019-04-23T00:40:22.513 ,CyclicGen_main ,train ,INFO ,Epoch Number: 1
2019-04-23T01:50:06.824 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-23T083858/model.ckpt-5613
2019-04-23T01:50:07.887 ,CyclicGen_main ,train ,INFO ,Epoch Number: 2
2019-04-23T02:59:38.078 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-23T083858/model.ckpt-8420
2019-04-23T02:59:39.149 ,CyclicGen_main ,train ,INFO ,Epoch Number: 3
2019-04-23T04:09:05.339 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-23T083858/model.ckpt-11227
2019-04-23T04:09:06.402 ,CyclicGen_main ,train ,INFO ,Epoch Number: 4
2019-04-23T05:18:30.850 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-23T083858/model.ckpt-14034
2019-04-23T05:18:36.253 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-23T083858/model.ckpt-14034
2019-04-23T05:18:36.378 ,CyclicGen_main ,test ,INFO ,Pre-trained model restored from ./train_dir/2019-04-23T083858/model.ckpt-14034
2019-04-23T05:18:36.379 ,CyclicGen_main ,test ,INFO ,data_size: 379
2019-04-23T05:18:36.380 ,CyclicGen_main ,test ,INFO ,id: 0 | UCF_index: 1
2019-04-23T05:18:39.208 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.208 ,CyclicGen_main ,test ,INFO ,id: 1 | UCF_index: 1001
2019-04-23T05:18:39.274 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1001/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.274 ,CyclicGen_main ,test ,INFO ,id: 2 | UCF_index: 101
2019-04-23T05:18:39.338 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/101/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.338 ,CyclicGen_main ,test ,INFO ,id: 3 | UCF_index: 1011
2019-04-23T05:18:39.399 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1011/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.399 ,CyclicGen_main ,test ,INFO ,id: 4 | UCF_index: 1021
2019-04-23T05:18:39.464 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1021/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.464 ,CyclicGen_main ,test ,INFO ,id: 5 | UCF_index: 1031
2019-04-23T05:18:39.532 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1031/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.586 ,CyclicGen_main ,test ,INFO ,id: 6 | UCF_index: 1041
2019-04-23T05:18:39.664 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1041/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.664 ,CyclicGen_main ,test ,INFO ,id: 7 | UCF_index: 1051
2019-04-23T05:18:39.724 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1051/frame_01_2019-04-23T083858_model.ckpt-14034.png
2019-04-23T05:18:39.724 ,CyclicGen_main ,test ,INFO ,id: 8 | UCF_index: 1061
