2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,train_dir: ./train_dir
2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,task: train_test_generate
2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,pretrained_model_checkpoint_path: ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,batch_size: 8
2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,training_data_step: 1
2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,model_size: large
2019-04-21T01:20:01.745 ,CyclicGen_main ,<module> ,INFO ,dataset_train: ucf101_256
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,dataset_test: ucf101
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,stage: s1s2
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,max_steps: None
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,max_epochs: 10
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,s1_steps: None
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,s1_epochs: 5
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,crop_size: 128
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,coef_loss_c: 1.0
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,coef_loss_m: 0.1
2019-04-21T01:20:01.746 ,CyclicGen_main ,<module> ,INFO ,coef_loss_s: 0.0
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,coef_loss_t: 0.0
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,coef_loss_e: 0.5
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,strategy: original_cycle_gen
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,logging_interval: 10
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,checkpoint_interval: None
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,save_summary: False
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,graph_level_seed: 0
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,logging_level: info
2019-04-21T01:20:01.747 ,CyclicGen_main ,<module> ,INFO ,Output_directory: ./train_dir/2019-04-21T092001
2019-04-21T01:20:31.955 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-21T01:20:33.330 ,CyclicGen_main ,train ,INFO ,2019-04-21T092033: Pre-trained model restored from ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-21T01:20:34.133 ,tf_logging ,info ,INFO ,Restoring parameters from hed_model/new-model.ckpt
2019-04-21T01:20:34.943 ,CyclicGen_main ,train ,INFO ,data_size: 22461
2019-04-21T01:20:34.943 ,CyclicGen_main ,train ,INFO ,num_steps_per_epoch: 2807
2019-04-21T01:20:34.943 ,CyclicGen_main ,train ,INFO ,max_steps: 28070
2019-04-21T01:20:34.943 ,CyclicGen_main ,train ,INFO ,s1_steps: 14035
2019-04-21T01:21:17.105 ,CyclicGen_main ,train ,INFO ,Epoch Number: 5
2019-04-21T02:29:15.438 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T092001/model.ckpt-16841
2019-04-21T02:29:16.480 ,CyclicGen_main ,train ,INFO ,Epoch Number: 6
2019-04-21T03:37:03.896 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T092001/model.ckpt-19648
2019-04-21T03:37:04.951 ,CyclicGen_main ,train ,INFO ,Epoch Number: 7
2019-04-21T04:44:53.216 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T092001/model.ckpt-22455
2019-04-21T04:44:54.263 ,CyclicGen_main ,train ,INFO ,Epoch Number: 8
2019-04-21T05:52:43.637 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T092001/model.ckpt-25262
2019-04-21T05:52:44.683 ,CyclicGen_main ,train ,INFO ,Epoch Number: 9
2019-04-21T07:00:36.889 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T092001/model.ckpt-28069
2019-04-21T07:00:41.833 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-21T092001/model.ckpt-28069
2019-04-21T07:00:41.971 ,CyclicGen_main ,test ,INFO ,Pre-trained model restored from ./train_dir/2019-04-21T092001/model.ckpt-28069
2019-04-21T07:00:41.972 ,CyclicGen_main ,test ,INFO ,data_size: 379
2019-04-21T07:00:42.036 ,CyclicGen_main ,test ,INFO ,id: 0 | UCF_index: 1
2019-04-21T07:00:45.145 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.145 ,CyclicGen_main ,test ,INFO ,id: 1 | UCF_index: 1001
2019-04-21T07:00:45.210 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1001/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.211 ,CyclicGen_main ,test ,INFO ,id: 2 | UCF_index: 101
2019-04-21T07:00:45.273 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/101/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.273 ,CyclicGen_main ,test ,INFO ,id: 3 | UCF_index: 1011
2019-04-21T07:00:45.334 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1011/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.334 ,CyclicGen_main ,test ,INFO ,id: 4 | UCF_index: 1021
2019-04-21T07:00:45.400 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1021/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.400 ,CyclicGen_main ,test ,INFO ,id: 5 | UCF_index: 1031
2019-04-21T07:00:45.466 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1031/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.466 ,CyclicGen_main ,test ,INFO ,id: 6 | UCF_index: 1041
2019-04-21T07:00:45.532 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1041/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.532 ,CyclicGen_main ,test ,INFO ,id: 7 | UCF_index: 1051
2019-04-21T07:00:45.595 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1051/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.595 ,CyclicGen_main ,test ,INFO ,id: 8 | UCF_index: 1061
2019-04-21T07:00:45.673 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1061/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.673 ,CyclicGen_main ,test ,INFO ,id: 9 | UCF_index: 1071
2019-04-21T07:00:45.751 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1071/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.752 ,CyclicGen_main ,test ,INFO ,id: 10 | UCF_index: 1081
2019-04-21T07:00:45.812 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1081/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.812 ,CyclicGen_main ,test ,INFO ,id: 11 | UCF_index: 1091
2019-04-21T07:00:45.878 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1091/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.878 ,CyclicGen_main ,test ,INFO ,id: 12 | UCF_index: 11
2019-04-21T07:00:45.949 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/11/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:45.949 ,CyclicGen_main ,test ,INFO ,id: 13 | UCF_index: 1101
2019-04-21T07:00:46.018 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1101/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.018 ,CyclicGen_main ,test ,INFO ,id: 14 | UCF_index: 111
2019-04-21T07:00:46.090 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/111/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.090 ,CyclicGen_main ,test ,INFO ,id: 15 | UCF_index: 1111
2019-04-21T07:00:46.156 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1111/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.156 ,CyclicGen_main ,test ,INFO ,id: 16 | UCF_index: 1121
2019-04-21T07:00:46.231 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1121/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.232 ,CyclicGen_main ,test ,INFO ,id: 17 | UCF_index: 1131
2019-04-21T07:00:46.308 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1131/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.309 ,CyclicGen_main ,test ,INFO ,id: 18 | UCF_index: 1141
2019-04-21T07:00:46.382 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1141/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.382 ,CyclicGen_main ,test ,INFO ,id: 19 | UCF_index: 1151
2019-04-21T07:00:46.464 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1151/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.464 ,CyclicGen_main ,test ,INFO ,id: 20 | UCF_index: 1161
2019-04-21T07:00:46.529 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1161/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.530 ,CyclicGen_main ,test ,INFO ,id: 21 | UCF_index: 1171
2019-04-21T07:00:46.598 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1171/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.598 ,CyclicGen_main ,test ,INFO ,id: 22 | UCF_index: 1181
2019-04-21T07:00:46.673 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1181/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.673 ,CyclicGen_main ,test ,INFO ,id: 23 | UCF_index: 1191
2019-04-21T07:00:46.739 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1191/frame_01_2019-04-21T092001_model.ckpt-28069.png
2019-04-21T07:00:46.739 ,CyclicGen_main ,test ,INFO ,id: 24 | UCF_index: 1201
