2019-04-20T07:11:55.147 ,CyclicGen_main ,<module> ,INFO ,train_dir: ./train_dir
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,task: train_test_generate
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,pretrained_model_checkpoint_path: ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,batch_size: 8
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,training_data_step: 1
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,model_size: large
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,dataset_train: ucf101_256
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,dataset_test: ucf101
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,stage: s1s2
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,max_steps: None
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,max_epochs: 10
2019-04-20T07:11:55.148 ,CyclicGen_main ,<module> ,INFO ,s1_steps: None
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,s1_epochs: 5
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,crop_size: 128
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,coef_loss_c: 1.0
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,coef_loss_m: 0.1
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,coef_loss_s: 0.0
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,coef_loss_t: 0.0
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,coef_loss_e: 0.5
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,strategy: accel_adjust
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,logging_interval: 10
2019-04-20T07:11:55.149 ,CyclicGen_main ,<module> ,INFO ,checkpoint_interval: None
2019-04-20T07:11:55.150 ,CyclicGen_main ,<module> ,INFO ,save_summary: False
2019-04-20T07:11:55.150 ,CyclicGen_main ,<module> ,INFO ,graph_level_seed: 0
2019-04-20T07:11:55.150 ,CyclicGen_main ,<module> ,INFO ,logging_level: info
2019-04-20T07:11:55.150 ,CyclicGen_main ,<module> ,INFO ,Output_directory: ./train_dir/2019-04-20T151155
2019-04-20T07:12:24.693 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-20T07:12:26.001 ,CyclicGen_main ,train ,INFO ,2019-04-20T151226: Pre-trained model restored from ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-20T07:12:26.705 ,tf_logging ,info ,INFO ,Restoring parameters from hed_model/new-model.ckpt
2019-04-20T07:12:27.453 ,CyclicGen_main ,train ,INFO ,data_size: 22461
2019-04-20T07:12:27.453 ,CyclicGen_main ,train ,INFO ,num_steps_per_epoch: 2807
2019-04-20T07:12:27.453 ,CyclicGen_main ,train ,INFO ,max_steps: 28070
2019-04-20T07:12:27.453 ,CyclicGen_main ,train ,INFO ,s1_steps: 14035
2019-04-20T07:13:07.672 ,CyclicGen_main ,train ,INFO ,Epoch Number: 5
2019-04-20T08:22:06.157 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-20T151155/model.ckpt-16841
2019-04-20T08:22:07.205 ,CyclicGen_main ,train ,INFO ,Epoch Number: 6
2019-04-20T09:30:52.137 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-20T151155/model.ckpt-19648
2019-04-20T09:30:53.195 ,CyclicGen_main ,train ,INFO ,Epoch Number: 7
2019-04-20T10:39:39.631 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-20T151155/model.ckpt-22455
2019-04-20T10:39:40.695 ,CyclicGen_main ,train ,INFO ,Epoch Number: 8
2019-04-20T11:48:34.727 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-20T151155/model.ckpt-25262
2019-04-20T11:48:35.784 ,CyclicGen_main ,train ,INFO ,Epoch Number: 9
2019-04-20T12:57:29.677 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-20T151155/model.ckpt-28069
2019-04-20T12:57:34.499 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-20T151155/model.ckpt-28069
2019-04-20T12:57:34.669 ,CyclicGen_main ,test ,INFO ,Pre-trained model restored from ./train_dir/2019-04-20T151155/model.ckpt-28069
2019-04-20T12:57:34.670 ,CyclicGen_main ,test ,INFO ,data_size: 379
2019-04-20T12:57:34.670 ,CyclicGen_main ,test ,INFO ,id: 0 | UCF_index: 1
2019-04-20T12:57:37.537 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1/frame_01_2019-04-20T151155_model.ckpt-28069.png
2019-04-20T12:57:37.537 ,CyclicGen_main ,test ,INFO ,id: 1 | UCF_index: 1001
2019-04-20T12:57:37.601 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1001/frame_01_2019-04-20T151155_model.ckpt-28069.png
2019-04-20T12:57:37.601 ,CyclicGen_main ,test ,INFO ,id: 2 | UCF_index: 101
2019-04-20T12:57:37.664 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/101/frame_01_2019-04-20T151155_model.ckpt-28069.png
2019-04-20T12:57:37.664 ,CyclicGen_main ,test ,INFO ,id: 3 | UCF_index: 1011
