2019-04-21T14:46:36.669 ,CyclicGen_main ,<module> ,INFO ,train_dir: ./train_dir
2019-04-21T14:46:36.669 ,CyclicGen_main ,<module> ,INFO ,task: train_test_generate
2019-04-21T14:46:36.669 ,CyclicGen_main ,<module> ,INFO ,pretrained_model_checkpoint_path: ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-21T14:46:36.669 ,CyclicGen_main ,<module> ,INFO ,batch_size: 8
2019-04-21T14:46:36.669 ,CyclicGen_main ,<module> ,INFO ,training_data_step: 1
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,model_size: large
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,dataset_train: ucf101_256
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,dataset_test: ucf101
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,stage: s1s2
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,max_steps: None
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,max_epochs: 10
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,s1_steps: None
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,s1_epochs: 5
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,crop_size: 128
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,coef_loss_c: 1.0
2019-04-21T14:46:36.670 ,CyclicGen_main ,<module> ,INFO ,coef_loss_m: 0.1
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,coef_loss_s: 0.0
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,coef_loss_t: 0.0
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,coef_loss_e: 1.0
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,strategy: accel_adjust
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,logging_interval: 10
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,checkpoint_interval: None
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,save_summary: False
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,graph_level_seed: 0
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,logging_level: info
2019-04-21T14:46:36.671 ,CyclicGen_main ,<module> ,INFO ,Output_directory: ./train_dir/2019-04-21T224636
2019-04-21T14:47:09.410 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-21T14:47:10.856 ,CyclicGen_main ,train ,INFO ,2019-04-21T224710: Pre-trained model restored from ./train_dir/2019-04-19T174028/model.ckpt-14034
2019-04-21T14:47:11.706 ,tf_logging ,info ,INFO ,Restoring parameters from hed_model/new-model.ckpt
2019-04-21T14:47:12.625 ,CyclicGen_main ,train ,INFO ,data_size: 22461
2019-04-21T14:47:12.625 ,CyclicGen_main ,train ,INFO ,num_steps_per_epoch: 2807
2019-04-21T14:47:12.625 ,CyclicGen_main ,train ,INFO ,max_steps: 28070
2019-04-21T14:47:12.625 ,CyclicGen_main ,train ,INFO ,s1_steps: 14035
2019-04-21T14:47:59.394 ,CyclicGen_main ,train ,INFO ,Epoch Number: 5
2019-04-21T15:56:58.016 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T224636/model.ckpt-16841
2019-04-21T15:56:59.070 ,CyclicGen_main ,train ,INFO ,Epoch Number: 6
2019-04-21T17:05:45.308 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T224636/model.ckpt-19648
2019-04-21T17:05:46.354 ,CyclicGen_main ,train ,INFO ,Epoch Number: 7
2019-04-21T18:14:36.232 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T224636/model.ckpt-22455
2019-04-21T18:14:37.281 ,CyclicGen_main ,train ,INFO ,Epoch Number: 8
2019-04-21T19:23:24.287 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T224636/model.ckpt-25262
2019-04-21T19:23:25.347 ,CyclicGen_main ,train ,INFO ,Epoch Number: 9
2019-04-21T20:32:15.628 ,CyclicGen_main ,train ,INFO ,Model was saved at: ./train_dir/2019-04-21T224636/model.ckpt-28069
2019-04-21T20:32:20.918 ,tf_logging ,info ,INFO ,Restoring parameters from ./train_dir/2019-04-21T224636/model.ckpt-28069
2019-04-21T20:32:21.114 ,CyclicGen_main ,test ,INFO ,Pre-trained model restored from ./train_dir/2019-04-21T224636/model.ckpt-28069
2019-04-21T20:32:21.115 ,CyclicGen_main ,test ,INFO ,data_size: 379
2019-04-21T20:32:21.116 ,CyclicGen_main ,test ,INFO ,id: 0 | UCF_index: 1
2019-04-21T20:32:24.222 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.223 ,CyclicGen_main ,test ,INFO ,id: 1 | UCF_index: 1001
2019-04-21T20:32:24.296 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1001/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.297 ,CyclicGen_main ,test ,INFO ,id: 2 | UCF_index: 101
2019-04-21T20:32:24.365 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/101/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.365 ,CyclicGen_main ,test ,INFO ,id: 3 | UCF_index: 1011
2019-04-21T20:32:24.431 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1011/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.432 ,CyclicGen_main ,test ,INFO ,id: 4 | UCF_index: 1021
2019-04-21T20:32:24.499 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1021/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.499 ,CyclicGen_main ,test ,INFO ,id: 5 | UCF_index: 1031
2019-04-21T20:32:24.567 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1031/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.567 ,CyclicGen_main ,test ,INFO ,id: 6 | UCF_index: 1041
2019-04-21T20:32:24.639 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1041/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.639 ,CyclicGen_main ,test ,INFO ,id: 7 | UCF_index: 1051
2019-04-21T20:32:24.699 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1051/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.699 ,CyclicGen_main ,test ,INFO ,id: 8 | UCF_index: 1061
2019-04-21T20:32:24.770 ,CyclicGen_main ,test ,INFO ,Generated image was saved at: ucf101_interp_ours/1061/frame_01_2019-04-21T224636_model.ckpt-28069.png
2019-04-21T20:32:24.770 ,CyclicGen_main ,test ,INFO ,id: 9 | UCF_index: 1071
